Date,Product ID,Product Name,Price per Unit,Price per Unit (sold),Quantity Sold (liters/kg),Quantity in Stock (liters/kg),Expiration Date,Total Value,Days to Expire
2021-08-05,5,Ice Cream,65.58,65.96,663,302,2021-08-31,63341.0988,85
2022-08-26,5,Ice Cream,85.07,80.59,68,6,2022-08-27,6354.728999999999,60
2020-12-09,10,Ghee,72.89,68.17,307,539,2021-01-28,61673.6868,109
2019-04-25,9,Paneer,29.7,31.11,24,551,2019-04-07,17105.121,41
2021-10-20,8,Buttermilk,56.69,57.84,677,322,2021-09-26,56682.6303,35
2019-03-02,1,Milk,26.25,31.22,487,441,2019-03-08,24381.525,65
2019-12-10,9,Paneer,14.03,14.77,121,158,2019-12-06,3924.8925,55
2021-09-13,9,Paneer,94.62,93.15,63,49,2021-09-22,10650.4272,68
2020-01-07,6,Curd,70.75,69.65,503,198,2019-11-29,49655.8875,20
2019-04-23,4,Yogurt,51.72,49.39,242,424,2019-05-01,34495.171200000004,67
2019-12-05,3,Cheese,24.77,22.68,71,254,2019-12-22,8066.8459,76
2019-08-09,10,Ghee,58.2,55.68,124,34,2019-12-13,9208.986,185
2022-01-12,6,Curd,41.67,40.87,70,923,2021-12-28,41396.2281,44
2022-11-12,7,Lassi,32.67,31.49,180,154,2022-10-20,10917.6606,36
2020-07-05,6,Curd,33.73,34.01,10,546,2020-05-21,18784.5743,14
2021-06-06,6,Curd,20.1,19.39,463,403,2021-06-05,17409.816,58
2020-05-03,3,Cheese,84.3,82.15,78,14,2020-04-28,7779.204,54
2021-07-10,5,Ice Cream,40.9,37.79,282,240,2021-07-04,21381.293,53
2022-08-01,5,Ice Cream,20.09,23.26,201,260,2022-08-20,9264.1017,78
2019-01-26,9,Paneer,10.77,6.95,8,217,2018-12-09,2425.2963,11
2020-07-06,6,Curd,15.78,20.03,37,299,2020-05-18,5307.9186,10
2019-11-28,9,Paneer,13.88,15.42,62,849,2019-10-16,12653.702,16
2021-10-24,10,Ghee,70.44,70.83,24,2,2022-02-10,1886.3832,168
2021-08-05,10,Ghee,75.31,72.18,319,175,2021-11-10,37262.634900000005,156
2020-07-03,1,Milk,45.53,44.24,208,19,2020-05-30,10342.5948,25
2020-06-22,2,Butter,11.2,11.82,131,597,2020-07-13,8159.759999999999,80
2022-12-28,10,Ghee,29.24,32.49,448,422,2023-05-17,25448.1568,199
2022-03-04,9,Paneer,51.0,46.19,143,174,2022-02-28,16183.83,55
2020-06-02,3,Cheese,12.66,15.52,862,84,2020-07-17,11981.6772,104
2022-10-21,8,Buttermilk,90.63,91.51,153,192,2022-09-07,31300.8831,15
2019-06-18,8,Buttermilk,33.18,31.06,230,662,2019-05-26,29604.855,36
2019-01-21,6,Curd,29.46,27.4,72,13,2018-12-01,2530.0248,8
2020-03-11,6,Curd,68.14,71.59,139,240,2020-01-28,25890.4744,16
2020-09-02,5,Ice Cream,97.09,96.18,58,695,2020-09-03,73114.59539999999,60
2019-06-02,2,Butter,50.87,48.99,74,435,2019-06-21,25928.439,78
2021-08-10,9,Paneer,58.57,59.05,728,156,2021-07-03,51832.107200000006,21
2020-12-26,8,Buttermilk,89.95,94.26,73,198,2020-12-31,24426.822,64
2019-11-07,2,Butter,72.36,67.78,299,519,2019-11-02,59205.6756,54
2019-05-02,9,Paneer,55.63,52.04,502,47,2019-04-18,30544.2078,45
2019-10-15,2,Butter,96.21,98.05,244,669,2019-09-29,87917.6601,43
2019-06-10,6,Curd,14.98,17.36,80,756,2019-04-23,12537.6608,11
2020-12-18,3,Cheese,12.22,12.22,388,423,2020-12-25,9922.2734,66
2021-11-26,1,Milk,62.03,64.34,251,251,2021-11-17,31167.5938,50
2020-04-16,1,Milk,11.04,14.65,199,709,2020-03-22,10028.184,34
2022-02-06,7,Lassi,74.3,74.6,302,326,2022-02-08,46713.896,61
2020-02-07,5,Ice Cream,21.87,23.67,325,348,2020-02-21,14723.3214,73
2022-05-20,1,Milk,93.41,97.36,41,55,2022-05-18,9035.5493,57
2022-12-10,4,Yogurt,46.94,45.87,5,307,2022-12-27,14665.4642,76
2019-03-20,3,Cheese,14.21,10.72,322,73,2019-05-15,5614.5131,115
2021-09-03,10,Ghee,13.6,8.84,42,67,2021-12-10,1489.472,157
2021-03-11,10,Ghee,28.84,28.51,310,396,2021-06-19,20382.9584,159
2020-10-25,5,Ice Cream,46.82,51.13,552,355,2020-09-21,42486.809,25
2022-04-08,2,Butter,53.37,54.16,302,174,2022-03-21,25428.1365,41
2021-04-21,7,Lassi,91.29,91.69,274,647,2021-04-07,84139.2543,45
2020-08-17,5,Ice Cream,44.67,43.76,144,106,2020-08-13,11209.4898,55
2020-06-17,8,Buttermilk,92.26,95.74,90,91,2020-05-21,16721.202400000002,32
2022-10-05,9,Paneer,42.34,44.26,777,162,2022-10-13,39786.0512,67
2021-09-21,7,Lassi,31.17,28.74,92,70,2021-08-15,5077.593000000001,22
2021-12-09,8,Buttermilk,16.94,14.06,115,546,2021-12-13,11200.897400000002,63
2022-10-11,5,Ice Cream,14.71,17.21,106,133,2022-10-08,3526.5754,56
2021-01-17,6,Curd,46.39,48.12,1,0,2020-12-03,73.2962,14
2022-12-16,8,Buttermilk,94.86,90.14,131,587,2022-11-22,68176.8306,35
2019-01-26,1,Milk,55.28,58.33,611,253,2019-01-23,47791.2184,56
2020-03-24,5,Ice Cream,46.3,50.75,96,74,2020-04-19,7895.539,85
2019-11-18,10,Ghee,44.8,46.58,49,388,2020-02-25,19583.872,158
2020-12-25,4,Yogurt,78.16,76.33,190,390,2020-12-14,45401.5808,48
2022-12-01,8,Buttermilk,89.4,86.44,52,426,2022-11-06,42764.490000000005,34
2019-05-10,10,Ghee,87.06,87.34,312,385,2019-10-04,60681.6906,206
2019-05-05,10,Ghee,16.24,12.22,652,116,2019-06-05,12480.44,90
2022-01-17,5,Ice Cream,55.09,57.88,578,31,2022-01-31,33565.7861,73
2019-07-20,6,Curd,78.91,74.7,68,14,2019-07-12,6478.511,51
2020-11-10,3,Cheese,92.99,88.75,101,778,2020-11-09,81788.4246,58
2022-01-23,8,Buttermilk,94.48,95.21,247,90,2022-01-20,31842.5944,56
2020-09-02,3,Cheese,87.57,87.86,116,119,2020-09-08,20586.8313,65
2020-11-10,6,Curd,62.76,61.84,198,2,2020-09-25,12553.2552,13
2020-10-16,8,Buttermilk,51.08,51.67,205,598,2020-09-15,41046.3556,28
2021-07-02,9,Paneer,17.08,21.89,41,336,2021-07-12,6442.234399999999,69
2019-03-01,9,Paneer,53.67,50.19,619,121,2019-02-04,39758.736,34
2019-09-27,6,Curd,58.51,60.62,139,539,2019-09-07,39709.56679999999,39
2019-04-16,10,Ghee,24.14,27.26,176,783,2019-08-13,23162.5714,178
2022-04-06,6,Curd,69.22,64.33,756,243,2022-03-19,69161.85519999999,41
2019-10-06,8,Buttermilk,36.5,41.46,146,795,2019-09-08,34377.89,31
2021-01-01,7,Lassi,21.86,17.19,15,15,2021-01-01,666.9486,59
2019-07-26,4,Yogurt,16.11,18.92,226,75,2019-07-04,4850.2377,37
2020-06-06,8,Buttermilk,59.12,63.44,111,680,2020-04-23,46791.7064,15
2021-02-13,3,Cheese,29.0,27.58,1,2,2021-04-30,93.67,135
2019-02-27,7,Lassi,57.83,54.52,766,119,2019-02-13,51209.6216,45
2021-01-23,6,Curd,78.3,77.07,160,170,2021-01-08,25910.253,44
2021-10-26,4,Yogurt,64.5,62.58,159,235,2021-09-27,25432.995,30
2022-05-09,3,Cheese,54.68,52.27,531,77,2022-05-29,33293.5584,79
2020-09-26,4,Yogurt,97.56,99.25,223,220,2020-08-24,43272.738000000005,26
2022-09-18,7,Lassi,12.12,8.79,55,143,2022-08-23,2407.3956,33
2019-04-22,2,Butter,81.84,84.13,786,166,2019-05-30,77970.6048,97
2022-09-22,6,Curd,73.96,78.69,163,271,2022-08-11,32112.6924,17
2019-08-28,3,Cheese,63.99,63.07,210,65,2019-09-20,17636.283900000002,82
2022-02-22,2,Butter,92.08,92.69,10,2,2022-02-09,1151.0,46
2020-02-27,7,Lassi,63.55,59.29,282,697,2020-03-01,62238.328,62
2020-07-01,5,Ice Cream,64.62,61.98,14,308,2020-06-16,20834.134200000004,44
2019-05-12,6,Curd,38.64,43.26,3,60,2019-05-12,2444.3664,59
2019-10-13,2,Butter,87.9,87.74,331,419,2019-10-03,65990.925,49
2022-12-05,6,Curd,39.3,35.48,464,527,2022-11-15,38957.69699999999,39
2021-08-04,8,Buttermilk,60.35,55.76,572,348,2021-08-11,55549.761000000006,66
2020-01-17,4,Yogurt,82.4,81.0,123,109,2019-12-20,19186.84,31
2021-08-10,7,Lassi,40.69,45.34,230,290,2021-06-29,21178.3312,17
2019-05-20,6,Curd,70.96,69.12,20,59,2019-04-07,5631.3856,16
2022-05-19,1,Milk,35.16,33.08,115,10,2022-05-04,4405.8996,44
2021-03-21,7,Lassi,70.41,75.2,217,169,2021-03-12,27222.6183,50
2021-01-28,6,Curd,15.04,19.8,74,11,2021-01-03,1289.3792,34
2022-12-21,5,Ice Cream,40.47,35.64,297,188,2023-01-07,19649.8038,76
2019-04-23,2,Butter,81.02,76.45,175,322,2019-04-10,40301.7786,46
2019-12-07,6,Curd,93.12,90.83,388,347,2019-10-22,68493.4848,13
2020-05-16,3,Cheese,81.77,86.06,86,525,2020-06-29,49976.1886,103
2020-06-23,9,Paneer,16.13,14.21,473,204,2020-06-02,10935.3335,38
2021-01-18,6,Curd,61.5,59.44,157,779,2020-12-03,57571.38,13
2022-11-19,5,Ice Cream,72.17,67.39,546,6,2022-12-05,39853.7174,75
2022-06-28,7,Lassi,60.13,63.42,477,351,2022-07-03,49821.3128,64
2020-10-17,1,Milk,17.25,17.22,227,247,2020-10-08,8189.4375,50
2020-10-19,10,Ghee,65.37,69.37,4,389,2021-01-16,25720.4802,148
2021-04-27,7,Lassi,92.9,89.34,456,52,2021-04-05,47253.585,37
2021-08-19,7,Lassi,65.22,65.68,639,46,2021-07-08,44738.3112,17
2020-05-06,6,Curd,83.3,80.55,538,253,2020-03-28,65926.11899999999,20
2022-05-26,10,Ghee,94.77,97.51,408,487,2022-08-13,84881.6982,138
2022-12-11,6,Curd,48.25,49.08,125,634,2022-11-03,36624.645,21
2020-01-05,6,Curd,57.47,53.01,46,326,2019-12-13,21415.6208,36
2019-03-25,8,Buttermilk,84.15,88.82,945,5,2019-02-06,79982.05050000001,12
2019-01-07,7,Lassi,72.85,68.68,501,343,2019-01-16,61548.051,68
2019-02-09,7,Lassi,44.37,45.36,137,249,2019-01-03,17151.6672,22
2022-01-01,8,Buttermilk,37.89,34.52,6,146,2021-11-13,5784.2874,10
2019-06-14,7,Lassi,62.25,66.53,3,341,2019-05-10,21432.0525,24
2021-08-17,4,Yogurt,80.49,79.08,224,440,2021-08-30,53450.9943,72
2020-09-02,8,Buttermilk,30.12,30.26,480,176,2020-07-12,19780.1052,7
2019-10-10,3,Cheese,33.12,37.62,487,372,2019-09-26,28455.7104,45
2020-02-16,4,Yogurt,77.18,80.76,84,61,2020-02-20,11196.5026,63
2020-04-01,3,Cheese,30.57,33.09,224,115,2020-04-19,10390.743,77
2022-06-28,2,Butter,23.29,23.62,65,430,2022-07-07,11537.6331,68
2020-07-15,6,Curd,18.01,14.94,52,134,2020-06-17,3354.5426,31
2020-01-24,6,Curd,86.32,87.95,437,206,2020-01-05,55540.87759999999,40
2022-06-06,3,Cheese,29.68,29.95,157,275,2022-07-15,12833.3352,98
2019-11-16,1,Milk,82.01,80.72,710,50,2019-11-11,62343.18190000001,54
2019-10-17,6,Curd,17.02,16.33,403,29,2019-09-20,7357.746,32
2019-05-06,3,Cheese,25.37,24.31,79,10,2019-05-26,2269.0928,79
2020-05-21,5,Ice Cream,50.38,54.26,435,7,2020-04-16,22268.4638,24
2020-07-16,4,Yogurt,88.11,89.29,105,563,2020-07-11,58885.675200000005,54
2020-02-25,3,Cheese,22.53,20.59,62,104,2020-03-01,3745.3872000000006,64
2019-01-02,6,Curd,89.7,86.63,107,777,2018-11-14,79361.178,10
2022-09-27,7,Lassi,27.55,29.34,67,152,2022-09-19,6052.735,51
2020-11-05,6,Curd,15.37,11.51,509,35,2020-09-22,8376.1889,15
2021-12-27,3,Cheese,84.83,82.77,330,163,2021-12-14,41856.8186,46
2021-03-09,4,Yogurt,61.44,59.56,413,20,2021-02-15,26611.5072,37
2021-09-21,10,Ghee,53.22,54.15,423,369,2021-10-16,42152.3688,84
2021-12-05,6,Curd,58.93,54.54,224,4,2021-11-14,13474.3445,38
2020-09-06,7,Lassi,27.75,27.34,348,100,2020-07-31,12436.1625,22
2019-04-21,7,Lassi,87.54,85.17,49,692,2019-04-13,64890.7758,51
2019-08-02,5,Ice Cream,81.07,79.92,654,104,2019-08-15,61519.1588,72
2019-07-05,4,Yogurt,98.8,100.68,592,381,2019-06-04,96137.34,28
2020-03-04,5,Ice Cream,32.56,31.61,795,192,2020-03-27,32155.930400000005,82
2022-05-25,3,Cheese,16.98,21.16,233,128,2022-06-07,6131.8176,72
2021-03-01,1,Milk,37.8,37.3,244,60,2021-02-15,11509.722,45
2020-09-07,5,Ice Cream,81.89,81.56,267,104,2020-09-29,30404.1192,81
2020-12-11,9,Paneer,46.87,50.2,45,24,2020-12-15,3270.5886,63
2020-10-25,7,Lassi,29.93,34.29,21,438,2020-10-13,13741.1623,47
2020-04-06,1,Milk,61.47,58.19,100,375,2020-03-29,29256.0318,51
2022-08-24,1,Milk,39.24,34.81,8,622,2022-07-26,24749.845200000003,30
2022-09-15,9,Paneer,43.11,39.03,42,11,2022-09-07,2289.5721,51
2020-06-25,6,Curd,65.58,69.46,53,33,2020-06-16,5651.6844,50
2020-11-21,7,Lassi,84.47,87.33,218,48,2020-11-04,22531.5278,42
2021-06-08,9,Paneer,12.35,12.08,201,78,2021-04-25,3452.319,15
2021-11-26,9,Paneer,15.88,18.5,194,691,2021-11-18,14063.4868,51
2022-12-06,3,Cheese,82.63,79.99,149,555,2023-02-14,58183.91449999999,129
2019-12-08,2,Butter,63.3,63.18,307,370,2019-12-04,42908.538,55
2022-09-14,7,Lassi,12.67,8.46,220,254,2022-08-27,6006.2135,41
2021-05-12,4,Yogurt,93.96,94.62,718,277,2021-04-22,93567.2472,39
2021-07-21,1,Milk,33.11,35.68,13,48,2021-05-26,2038.5827,3
2020-05-19,8,Buttermilk,57.69,59.52,6,797,2020-04-16,46326.8007,26
2022-09-22,10,Ghee,87.57,86.66,316,423,2022-11-27,64787.7888,125
2019-11-05,10,Ghee,89.19,92.23,29,26,2019-12-30,4993.7481,114
2019-10-18,9,Paneer,92.7,89.37,206,33,2019-09-06,22165.497000000003,17
2019-08-14,1,Milk,53.37,54.98,165,47,2019-08-03,11344.3272,48
2019-06-23,2,Butter,36.68,32.36,304,422,2019-07-15,26657.5568,81
2020-10-18,1,Milk,99.25,96.49,80,292,2020-10-18,36957.7225,59
2020-08-27,6,Curd,70.7,67.49,2,80,2020-08-02,5820.731,34
2020-03-28,1,Milk,85.72,87.59,255,445,2020-02-15,60056.2892,17
2021-06-03,10,Ghee,83.36,82.9,282,528,2021-09-11,67554.1104,159
2022-06-16,4,Yogurt,45.74,44.69,136,627,2022-06-26,34905.5662,69
2021-12-15,8,Buttermilk,55.34,52.85,461,493,2021-11-28,52848.5932,42
2020-03-09,8,Buttermilk,67.82,65.42,101,32,2020-03-16,9062.7866,66
2019-08-04,1,Milk,26.99,30.59,8,37,2019-06-12,1228.3149,6
2020-10-23,6,Curd,45.23,40.39,7,812,2020-09-22,37080.0063,28
2021-11-11,1,Milk,19.14,17.74,41,234,2021-10-15,5277.2808,32
2019-12-07,8,Buttermilk,93.37,91.51,145,224,2019-11-07,34541.2978,29
2020-12-20,6,Curd,54.8,52.84,81,310,2020-11-17,21437.76,26
2021-12-10,9,Paneer,87.46,86.95,239,1,2021-11-11,21048.1236,30
2020-07-25,3,Cheese,84.46,80.15,42,615,2020-07-30,55491.0646,64
2020-04-08,6,Curd,84.79,83.76,292,118,2020-03-20,34829.1883,40
2019-01-03,2,Butter,56.53,56.79,173,341,2019-01-12,29097.1216,68
2019-01-01,10,Ghee,79.42,77.21,427,137,2019-02-11,44799.23360000001,100
2020-08-10,3,Cheese,31.8,33.42,120,872,2020-09-06,31562.136,86
2019-11-07,7,Lassi,32.16,31.02,166,251,2019-10-12,13431.623999999998,33
2020-01-24,4,Yogurt,48.43,44.83,82,104,2020-02-13,9038.4909,79
2020-10-07,7,Lassi,15.14,12.64,792,12,2020-10-04,12174.9824,56
2020-10-25,4,Yogurt,31.92,33.13,180,150,2020-10-27,10554.348,61
2021-04-05,5,Ice Cream,73.83,75.0,473,88,2021-04-10,41472.5259,64
2020-08-01,8,Buttermilk,60.5,64.42,287,89,2020-07-06,22780.67,33
2019-06-02,3,Cheese,22.7,24.1,39,32,2019-08-13,1621.688,131
2022-11-23,3,Cheese,11.34,12.71,282,15,2023-01-02,3377.9592,99
2021-06-02,10,Ghee,98.99,100.41,29,601,2021-08-18,62427.05359999999,136
2022-09-02,9,Paneer,34.94,34.85,82,190,2022-08-23,9511.0174,49
2022-06-08,6,Curd,88.75,85.71,359,473,2022-06-07,73921.65,58
2019-08-24,7,Lassi,57.97,60.35,57,23,2019-08-17,4692.0918,52
2019-06-12,10,Ghee,38.23,42.22,86,236,2019-08-15,12318.8529,123
2019-08-03,1,Milk,84.9,80.97,235,145,2019-06-26,32270.490000000005,21
2022-11-13,5,Ice Cream,55.98,51.98,13,10,2022-11-14,1318.329,60
2022-02-27,7,Lassi,75.31,71.53,175,697,2022-03-10,65686.1351,70
2022-02-24,6,Curd,55.95,54.38,320,476,2022-01-18,44577.0435,22
2020-01-23,5,Ice Cream,68.96,65.32,274,91,2020-01-19,25180.0544,55
2022-08-12,5,Ice Cream,34.46,30.15,14,191,2022-07-19,7090.8342,35
2021-07-26,9,Paneer,78.56,76.17,127,294,2021-07-26,33131.894400000005,59
2019-02-02,2,Butter,95.38,90.64,188,656,2019-02-09,80545.5486,66
2021-11-25,5,Ice Cream,93.01,94.07,109,169,2021-11-15,25910.7258,49
2019-06-17,7,Lassi,67.74,72.7,388,357,2019-05-19,50508.9762,30
2019-02-25,5,Ice Cream,52.94,52.21,27,342,2019-03-13,19567.1534,75
2020-03-17,6,Curd,21.19,18.51,5,21,2020-03-03,568.9515,45
2021-05-28,10,Ghee,74.83,72.69,655,162,2021-06-30,61150.3277,92
2022-01-19,8,Buttermilk,76.24,77.46,66,518,2022-01-21,44595.8256,61
2021-04-07,9,Paneer,45.25,45.46,316,8,2021-04-15,14696.294999999998,67
2022-05-13,9,Paneer,83.67,82.91,331,307,2022-04-15,53455.0896,31
2019-08-18,5,Ice Cream,24.09,19.62,219,307,2019-07-27,12695.1891,37
2022-08-08,5,Ice Cream,50.9,54.53,156,273,2022-07-15,21865.622,35
2020-11-09,2,Butter,14.31,17.28,250,633,2020-10-18,12645.747,37
2021-08-18,6,Curd,49.69,50.98,427,231,2021-06-29,32707.9456,9
2020-02-11,1,Milk,51.21,50.86,485,159,2020-02-14,33000.7482,62
2022-07-16,9,Paneer,91.03,93.07,95,107,2022-06-20,18454.5119,33
2019-11-05,3,Cheese,27.3,32.28,638,212,2019-12-31,23216.466,115
2019-04-12,1,Milk,96.75,94.7,762,29,2019-04-15,76531.185,62
2020-12-06,8,Buttermilk,69.59,72.61,25,2,2020-11-17,1901.1988,40
2019-05-08,7,Lassi,14.2,10.83,39,84,2019-03-25,1757.9599999999998,15
2019-09-24,1,Milk,63.29,63.02,153,194,2019-09-14,21976.1867,49
2020-11-24,1,Milk,12.05,16.07,887,8,2020-11-04,10793.7875,39
2021-02-25,6,Curd,44.19,42.55,348,525,2021-01-08,38599.0812,11
2019-10-05,1,Milk,54.51,57.35,282,138,2019-08-18,22945.9845,11
2022-09-18,8,Buttermilk,97.7,101.88,346,168,2022-09-17,50271.535,58
2022-01-13,7,Lassi,59.29,55.44,410,140,2022-01-18,32664.0468,64
2020-10-19,4,Yogurt,54.32,58.65,135,414,2020-10-01,29847.2104,41
2020-11-12,7,Lassi,92.57,94.3,71,29,2020-09-25,9284.771,11
2019-02-03,3,Cheese,79.63,83.67,71,182,2019-03-30,20149.5752,114
2019-02-04,7,Lassi,17.6,13.42,524,259,2019-02-15,13786.784,70
2021-02-08,4,Yogurt,19.39,19.72,82,479,2021-01-19,10891.363,39
2022-09-04,10,Ghee,23.13,22.35,288,68,2022-11-10,8241.219,126
2020-09-18,8,Buttermilk,91.1,93.69,310,98,2020-09-02,37192.486,43
2022-04-06,5,Ice Cream,81.51,86.32,33,695,2022-05-01,59344.985700000005,84
2022-06-22,8,Buttermilk,12.21,11.32,118,46,2022-06-08,2002.44,45
2020-01-13,6,Curd,34.29,35.13,60,148,2020-01-16,7158.037499999999,62
2022-09-06,2,Butter,71.47,75.52,299,257,2022-09-23,39758.761,76
2021-04-08,1,Milk,50.2,51.0,326,659,2021-03-10,49489.670000000006,30
2020-12-07,5,Ice Cream,19.96,19.96,618,259,2020-11-17,17520.0896,39
2020-10-23,8,Buttermilk,86.9,91.15,689,93,2020-10-11,67998.38100000001,47
2021-12-25,8,Buttermilk,12.37,12.28,214,308,2021-12-20,6459.4903,54
2022-04-15,7,Lassi,31.5,30.09,18,103,2022-03-17,3812.445,30
2021-06-06,2,Butter,27.33,25.65,8,315,2021-06-28,8851.0938,81
2020-04-20,10,Ghee,81.77,82.19,146,510,2020-06-08,53678.7342,108
2022-05-04,10,Ghee,13.99,14.29,556,9,2022-06-02,7909.946,88
2022-08-24,6,Curd,63.67,65.75,218,2,2022-07-03,14020.7707,7
2019-03-25,4,Yogurt,98.37,99.61,489,235,2019-03-12,71246.4399,46
2019-11-27,8,Buttermilk,29.29,26.97,748,20,2019-12-04,22522.2526,66
2021-09-14,7,Lassi,20.15,17.46,1,1,2021-08-07,42.51649999999999,21
2019-10-25,7,Lassi,37.15,37.79,414,509,2019-09-19,34298.366,23
2019-08-26,10,Ghee,47.77,51.79,22,66,2019-11-06,4205.670800000001,131
2020-10-06,7,Lassi,36.63,40.37,566,114,2020-10-03,24924.5172,56
2020-12-19,2,Butter,83.47,87.4,160,353,2021-01-20,42891.8942,91
2019-07-28,6,Curd,99.78,101.1,110,456,2019-06-20,56516.3898,21
2022-09-14,2,Butter,19.22,17.96,309,422,2022-10-10,14067.8868,85
2022-09-06,2,Butter,90.18,93.13,642,308,2022-08-25,85753.9656,47
2021-05-23,1,Milk,94.51,96.85,59,84,2021-05-07,13597.1537,43
2022-03-03,7,Lassi,96.59,93.64,413,178,2022-02-10,57097.2467,38
2022-03-26,10,Ghee,13.99,17.74,156,179,2022-05-13,4698.2617,107
2020-07-22,10,Ghee,91.51,95.02,103,125,2020-11-03,20883.4971,163
2022-10-03,9,Paneer,92.52,92.82,772,116,2022-08-15,82197.54359999999,10
2021-09-26,6,Curd,78.33,75.53,404,80,2021-08-06,37948.5351,8
2019-06-03,1,Milk,41.4,36.59,16,91,2019-05-28,4467.474,53
2020-07-02,10,Ghee,96.7,92.65,116,79,2020-10-26,18912.586000000003,175
2019-11-19,8,Buttermilk,12.88,10.7,9,10,2019-11-10,252.44800000000004,50
2019-12-24,2,Butter,28.32,29.76,289,297,2019-12-30,16613.928,65
2022-04-04,2,Butter,10.97,7.79,220,98,2022-04-25,3498.7718,80
2021-01-11,10,Ghee,91.57,89.2,173,327,2021-03-24,45835.3635,131
2022-02-19,1,Milk,66.17,66.52,342,567,2022-02-11,60167.7193,51
2021-07-14,1,Milk,56.52,53.5,552,262,2021-05-19,46047.97440000001,3
2019-03-08,6,Curd,66.96,62.11,109,880,2019-03-06,66244.8672,57
2021-09-16,10,Ghee,64.63,63.28,58,136,2021-12-20,12549.8534,154
2020-01-26,7,Lassi,73.6,77.74,552,152,2019-12-29,51851.936,31
2022-03-13,3,Cheese,87.85,86.92,170,43,2022-02-26,18744.5545,44
2020-10-15,3,Cheese,46.62,42.7,261,684,2020-11-10,44096.9256,85
2021-01-23,2,Butter,52.93,55.79,11,9,2021-02-13,1078.7134,80
2019-09-06,7,Lassi,51.96,49.12,178,716,2019-08-06,46496.9256,28
2019-07-12,3,Cheese,95.54,98.47,282,250,2019-07-03,50832.057,50
2019-12-15,9,Paneer,96.34,101.1,76,28,2019-11-03,10048.262,17
2022-01-03,3,Cheese,62.48,59.66,497,154,2021-12-22,40700.0968,47
2019-06-21,5,Ice Cream,98.78,98.09,596,105,2019-05-20,69290.2188,27
2020-05-16,6,Curd,24.46,20.51,27,76,2020-04-01,2527.6964000000003,14
2019-06-23,10,Ghee,55.03,54.14,129,198,2019-07-21,18047.0885,87
2020-08-24,10,Ghee,84.49,89.08,381,513,2020-10-13,75578.8397,109
2021-07-17,7,Lassi,94.88,95.07,235,21,2021-07-02,24362.337599999995,44
2019-09-07,3,Cheese,84.24,89.22,200,21,2019-09-17,18643.1544,69
2022-11-20,8,Buttermilk,95.74,94.48,293,69,2022-10-09,34706.7074,17
2020-09-17,2,Butter,97.03,99.95,303,293,2020-08-31,57910.4149,42
2022-06-09,1,Milk,47.88,52.4,575,305,2022-06-05,42142.5396,55
2022-01-21,4,Yogurt,40.86,39.75,228,632,2021-12-18,35155.5354,25
2021-08-21,10,Ghee,30.39,29.1,364,342,2021-09-10,21479.0442,79
2021-05-18,10,Ghee,33.54,29.41,232,36,2021-07-16,8991.738599999999,118
2022-11-23,1,Milk,94.8,92.81,58,49,2022-10-19,10189.104,24
2019-05-20,5,Ice Cream,10.76,13.38,122,823,2019-05-12,10168.4152,51
2020-04-27,3,Cheese,25.71,21.38,81,184,2020-07-04,6814.9497,127
2021-01-03,2,Butter,66.49,71.38,110,352,2021-01-05,30750.9601,61
2022-06-22,2,Butter,24.45,21.08,290,211,2022-05-29,12253.362,35
2019-11-15,10,Ghee,56.1,58.06,174,173,2020-04-04,19475.115,200
2020-01-22,1,Milk,55.91,51.26,520,38,2019-12-25,31198.8982,31
2022-02-08,9,Paneer,96.78,92.37,561,128,2022-01-28,66767.5542,48
2020-01-21,5,Ice Cream,22.71,20.7,349,144,2020-01-06,11207.6121,44
2019-12-02,10,Ghee,80.15,78.57,414,411,2020-04-21,66146.9935,200
2019-12-28,3,Cheese,84.48,83.36,354,544,2020-01-21,75874.0224,83
2019-01-28,5,Ice Cream,85.41,88.05,303,265,2019-01-17,48576.9375,48
2019-11-26,3,Cheese,47.16,48.93,219,215,2019-12-27,20499.0372,90
2019-08-10,5,Ice Cream,46.45,50.08,381,30,2019-07-18,19102.098,36
2020-12-15,9,Paneer,40.75,41.88,20,8,2020-11-06,1181.3425,20
2021-04-15,3,Cheese,75.28,75.36,356,29,2021-05-16,28988.0696,90
2020-12-24,4,Yogurt,25.75,26.98,34,106,2020-12-08,3626.63,43
2021-05-14,4,Yogurt,41.63,44.57,656,160,2021-04-17,34005.8818,32
2020-08-10,7,Lassi,86.95,86.41,303,378,2020-07-03,59215.5585,21
2020-08-05,2,Butter,96.28,95.73,126,767,2020-08-13,86051.2128,67
2019-09-12,2,Butter,28.63,30.38,1,73,2019-09-10,2124.6323,57
2019-06-11,7,Lassi,28.0,31.75,2,148,2019-05-10,4218.2,27
2021-12-10,9,Paneer,90.25,88.23,27,558,2021-11-24,52842.2775,43
2022-03-07,3,Cheese,32.97,35.54,39,611,2022-03-22,21434.7861,74
2022-02-08,1,Milk,96.65,101.5,47,649,2021-12-22,67362.1505,11
2019-12-26,4,Yogurt,30.79,32.85,272,565,2019-12-05,25796.4778,38
2020-07-28,7,Lassi,37.09,38.27,243,106,2020-08-05,12975.5656,67
2019-11-28,5,Ice Cream,15.04,19.7,41,54,2019-11-21,1440.5312,52
2020-11-22,1,Milk,14.63,14.85,24,53,2020-10-16,1139.677,22
